source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[strain or breed]	characteristics[sex]	characteristics[developmental stage]	characteristics[culture medium]	characteristics[passage number]	characteristics[treatment]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[depletion]	characteristics[sampling time]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[sample preparation batch]	comment[elution conditions]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[sampling time]
mESC_EpiLC_12h_pool	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	12 hour	SN=mESC_EpiLC_12h_rep1;SN=mESC_EpiLC_12h_rep2;SN=mESC_EpiLC_12h_rep3;SN=mESC_EpiLC_12h_rep4	pooled	run 82	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	4	1	in-StageTip SCX fractionated pooled proteome (measured 2015-09-28 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 90 min then 32-47% B over 20 min	20150928_QEp2_LC10_SeHu_SA_mESC_Proteome_12h_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	12 hour
mESC_EpiLC_12h_pool	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	12 hour	SN=mESC_EpiLC_12h_rep1;SN=mESC_EpiLC_12h_rep2;SN=mESC_EpiLC_12h_rep3;SN=mESC_EpiLC_12h_rep4	pooled	run 83	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	5	1	in-StageTip SCX fractionated pooled proteome (measured 2015-09-28 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 90 min then 32-47% B over 20 min	20150928_QEp2_LC10_SeHu_SA_mESC_Proteome_12h_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	12 hour
mESC_EpiLC_12h_pool	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	12 hour	SN=mESC_EpiLC_12h_rep1;SN=mESC_EpiLC_12h_rep2;SN=mESC_EpiLC_12h_rep3;SN=mESC_EpiLC_12h_rep4	pooled	run 84	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	6	1	in-StageTip SCX fractionated pooled proteome (measured 2015-09-28 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 90 min then 32-47% B over 20 min	20150928_QEp2_LC10_SeHu_SA_mESC_Proteome_12h_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	12 hour
mESC_EpiLC_24h_pool	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	24 hour	SN=mESC_EpiLC_24h_rep1;SN=mESC_EpiLC_24h_rep2;SN=mESC_EpiLC_24h_rep3;SN=mESC_EpiLC_24h_rep4	pooled	run 85	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	1	in-StageTip SCX fractionated pooled proteome (measured 2015-09-28 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 90 min then 32-47% B over 20 min	20150928_QEp2_LC10_SeHu_SA_mESC_Proteome_24h_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	24 hour
mESC_EpiLC_24h_pool	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	24 hour	SN=mESC_EpiLC_24h_rep1;SN=mESC_EpiLC_24h_rep2;SN=mESC_EpiLC_24h_rep3;SN=mESC_EpiLC_24h_rep4	pooled	run 86	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	2	1	in-StageTip SCX fractionated pooled proteome (measured 2015-09-28 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 90 min then 32-47% B over 20 min	20150928_QEp2_LC10_SeHu_SA_mESC_Proteome_24h_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	24 hour
mESC_EpiLC_24h_pool	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	24 hour	SN=mESC_EpiLC_24h_rep1;SN=mESC_EpiLC_24h_rep2;SN=mESC_EpiLC_24h_rep3;SN=mESC_EpiLC_24h_rep4	pooled	run 87	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	3	1	in-StageTip SCX fractionated pooled proteome (measured 2015-09-28 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 90 min then 32-47% B over 20 min	20150928_QEp2_LC10_SeHu_SA_mESC_Proteome_24h_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	24 hour
mESC_EpiLC_24h_pool	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	24 hour	SN=mESC_EpiLC_24h_rep1;SN=mESC_EpiLC_24h_rep2;SN=mESC_EpiLC_24h_rep3;SN=mESC_EpiLC_24h_rep4	pooled	run 88	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	4	1	in-StageTip SCX fractionated pooled proteome (measured 2015-09-28 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 90 min then 32-47% B over 20 min	20150928_QEp2_LC10_SeHu_SA_mESC_Proteome_24h_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	24 hour
mESC_EpiLC_24h_pool	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	24 hour	SN=mESC_EpiLC_24h_rep1;SN=mESC_EpiLC_24h_rep2;SN=mESC_EpiLC_24h_rep3;SN=mESC_EpiLC_24h_rep4	pooled	run 89	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	5	1	in-StageTip SCX fractionated pooled proteome (measured 2015-09-28 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 90 min then 32-47% B over 20 min	20150928_QEp2_LC10_SeHu_SA_mESC_Proteome_24h_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	24 hour
mESC_EpiLC_24h_pool	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	24 hour	SN=mESC_EpiLC_24h_rep1;SN=mESC_EpiLC_24h_rep2;SN=mESC_EpiLC_24h_rep3;SN=mESC_EpiLC_24h_rep4	pooled	run 90	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	6	1	in-StageTip SCX fractionated pooled proteome (measured 2015-09-28 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 90 min then 32-47% B over 20 min	20150928_QEp2_LC10_SeHu_SA_mESC_Proteome_24h_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	24 hour
mESC_EpiLC_36h_pool	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	36 hour	SN=mESC_EpiLC_36h_rep1;SN=mESC_EpiLC_36h_rep2;SN=mESC_EpiLC_36h_rep3;SN=mESC_EpiLC_36h_rep4	pooled	run 91	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	1	in-StageTip SCX fractionated pooled proteome (measured 2015-09-28 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 90 min then 32-47% B over 20 min	20150928_QEp2_LC10_SeHu_SA_mESC_Proteome_36h_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	36 hour
mESC_EpiLC_36h_pool	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	36 hour	SN=mESC_EpiLC_36h_rep1;SN=mESC_EpiLC_36h_rep2;SN=mESC_EpiLC_36h_rep3;SN=mESC_EpiLC_36h_rep4	pooled	run 92	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	2	1	in-StageTip SCX fractionated pooled proteome (measured 2015-09-28 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 90 min then 32-47% B over 20 min	20150928_QEp2_LC10_SeHu_SA_mESC_Proteome_36h_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	36 hour
mESC_EpiLC_36h_pool	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	36 hour	SN=mESC_EpiLC_36h_rep1;SN=mESC_EpiLC_36h_rep2;SN=mESC_EpiLC_36h_rep3;SN=mESC_EpiLC_36h_rep4	pooled	run 93	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	3	1	in-StageTip SCX fractionated pooled proteome (measured 2015-09-28 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 90 min then 32-47% B over 20 min	20150928_QEp2_LC10_SeHu_SA_mESC_Proteome_36h_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	36 hour
mESC_EpiLC_36h_pool	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	36 hour	SN=mESC_EpiLC_36h_rep1;SN=mESC_EpiLC_36h_rep2;SN=mESC_EpiLC_36h_rep3;SN=mESC_EpiLC_36h_rep4	pooled	run 94	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	4	1	in-StageTip SCX fractionated pooled proteome (measured 2015-09-28 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 90 min then 32-47% B over 20 min	20150928_QEp2_LC10_SeHu_SA_mESC_Proteome_36h_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	36 hour
mESC_EpiLC_36h_pool	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	36 hour	SN=mESC_EpiLC_36h_rep1;SN=mESC_EpiLC_36h_rep2;SN=mESC_EpiLC_36h_rep3;SN=mESC_EpiLC_36h_rep4	pooled	run 95	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	5	1	in-StageTip SCX fractionated pooled proteome (measured 2015-09-28 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 90 min then 32-47% B over 20 min	20150928_QEp2_LC10_SeHu_SA_mESC_Proteome_36h_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	36 hour
mESC_EpiLC_36h_pool	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	36 hour	SN=mESC_EpiLC_36h_rep1;SN=mESC_EpiLC_36h_rep2;SN=mESC_EpiLC_36h_rep3;SN=mESC_EpiLC_36h_rep4	pooled	run 96	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	6	1	in-StageTip SCX fractionated pooled proteome (measured 2015-09-28 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 90 min then 32-47% B over 20 min	20150928_QEp2_LC10_SeHu_SA_mESC_Proteome_36h_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	36 hour
