source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[enrichment process]	characteristics[dna substrate]	characteristics[treatment]	characteristics[sampling time]	characteristics[sample type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[ms2 scan range]	comment[ms min charge]	comment[ms max charge]	comment[elution conditions]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[acquisition date]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[dna substrate]	factor value[treatment]	factor value[sampling time]
PXD008831-Sample-30	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	sample enrichment	pDPC2xLead	untreated	120 minute	study sample	2	run 30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	7 ppm	20 ppm	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	200m/z-2000m/z	2	6	nanoflow reversed-phase LC (EASY-nLC) at 200 nL/min, 2-5% B in 3 min, 5-35% B in 190 min, 35-65% B in 12 min, 65-95% B in 5 min, 95% B for 5 min, back to 5% B, 226 min total	not applicable	1	1	2016-02-29T05:21:50	20160223_QEp6_MaRa_SA_mr4p44_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	pDPC2xLead	untreated	120 minute
PXD008831-Sample-31	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	sample enrichment	pDPC2xLead	untreated	120 minute	study sample	3	run 31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	7 ppm	20 ppm	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	200m/z-2000m/z	2	6	nanoflow reversed-phase LC (EASY-nLC) at 200 nL/min, 2-5% B in 3 min, 5-35% B in 190 min, 35-65% B in 12 min, 65-95% B in 5 min, 95% B for 5 min, back to 5% B, 226 min total	not applicable	1	1	2016-02-29T09:43:57	20160223_QEp6_MaRa_SA_mr4p44_31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	pDPC2xLead	untreated	120 minute
PXD008831-Sample-32	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	sample enrichment	pDPC2xLead	untreated	120 minute	study sample	4	run 32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	7 ppm	20 ppm	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	200m/z-2000m/z	2	6	nanoflow reversed-phase LC (EASY-nLC) at 200 nL/min, 2-5% B in 3 min, 5-35% B in 190 min, 35-65% B in 12 min, 65-95% B in 5 min, 95% B for 5 min, back to 5% B, 226 min total	not applicable	1	1	2016-02-29T14:07:14	20160223_QEp6_MaRa_SA_mr4p44_32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	pDPC2xLead	untreated	120 minute
PXD008831-Sample-33	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	sample enrichment	pDPC2xLead	ubiquitin vinyl sulfone	12 minute	study sample	1	run 33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	7 ppm	20 ppm	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	200m/z-2000m/z	2	6	nanoflow reversed-phase LC (EASY-nLC) at 200 nL/min, 2-5% B in 3 min, 5-35% B in 190 min, 35-65% B in 12 min, 65-95% B in 5 min, 95% B for 5 min, back to 5% B, 226 min total	not applicable	1	1	2016-03-03T17:34:52	20160301_QEp6_MaRa_SA_mr4p44_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	pDPC2xLead	ubiquitin vinyl sulfone	12 minute
PXD008831-Sample-34	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	sample enrichment	pDPC2xLead	ubiquitin vinyl sulfone	12 minute	study sample	2	run 34	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	7 ppm	20 ppm	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	200m/z-2000m/z	2	6	nanoflow reversed-phase LC (EASY-nLC) at 200 nL/min, 2-5% B in 3 min, 5-35% B in 190 min, 35-65% B in 12 min, 65-95% B in 5 min, 95% B for 5 min, back to 5% B, 226 min total	not applicable	1	1	2016-03-03T21:48:34	20160301_QEp6_MaRa_SA_mr4p44_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	pDPC2xLead	ubiquitin vinyl sulfone	12 minute
PXD008831-Sample-35	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	sample enrichment	pDPC2xLead	ubiquitin vinyl sulfone	12 minute	study sample	3	run 35	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	7 ppm	20 ppm	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	200m/z-2000m/z	2	6	nanoflow reversed-phase LC (EASY-nLC) at 200 nL/min, 2-5% B in 3 min, 5-35% B in 190 min, 35-65% B in 12 min, 65-95% B in 5 min, 95% B for 5 min, back to 5% B, 226 min total	not applicable	1	1	2016-03-04T02:02:28	20160301_QEp6_MaRa_SA_mr4p44_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	pDPC2xLead	ubiquitin vinyl sulfone	12 minute
PXD008831-Sample-36	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	sample enrichment	pDPC2xLead	ubiquitin vinyl sulfone	20 minute	study sample	1	run 36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	7 ppm	20 ppm	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	200m/z-2000m/z	2	6	nanoflow reversed-phase LC (EASY-nLC) at 200 nL/min, 2-5% B in 3 min, 5-35% B in 190 min, 35-65% B in 12 min, 65-95% B in 5 min, 95% B for 5 min, back to 5% B, 226 min total	not applicable	1	1	2016-03-04T06:45:23	20160301_QEp6_MaRa_SA_mr4p44_37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	pDPC2xLead	ubiquitin vinyl sulfone	20 minute
PXD008831-Sample-37	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	sample enrichment	pDPC2xLead	ubiquitin vinyl sulfone	20 minute	study sample	2	run 37	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	7 ppm	20 ppm	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	200m/z-2000m/z	2	6	nanoflow reversed-phase LC (EASY-nLC) at 200 nL/min, 2-5% B in 3 min, 5-35% B in 190 min, 35-65% B in 12 min, 65-95% B in 5 min, 95% B for 5 min, back to 5% B, 226 min total	not applicable	1	1	2016-03-04T10:59:23	20160301_QEp6_MaRa_SA_mr4p44_38.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	pDPC2xLead	ubiquitin vinyl sulfone	20 minute
PXD008831-Sample-38	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	sample enrichment	pDPC2xLead	ubiquitin vinyl sulfone	20 minute	study sample	3	run 38	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	7 ppm	20 ppm	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	200m/z-2000m/z	2	6	nanoflow reversed-phase LC (EASY-nLC) at 200 nL/min, 2-5% B in 3 min, 5-35% B in 190 min, 35-65% B in 12 min, 65-95% B in 5 min, 95% B for 5 min, back to 5% B, 226 min total	not applicable	1	1	2016-03-04T15:13:31	20160301_QEp6_MaRa_SA_mr4p44_39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	pDPC2xLead	ubiquitin vinyl sulfone	20 minute
PXD008831-Sample-39	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	sample enrichment	pDPC2xLead	ubiquitin vinyl sulfone	40 minute	study sample	1	run 39	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	7 ppm	20 ppm	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	200m/z-2000m/z	2	6	nanoflow reversed-phase LC (EASY-nLC) at 200 nL/min, 2-5% B in 3 min, 5-35% B in 190 min, 35-65% B in 12 min, 65-95% B in 5 min, 95% B for 5 min, back to 5% B, 226 min total	not applicable	1	1	2016-03-04T19:56:42	20160301_QEp6_MaRa_SA_mr4p44_41.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	pDPC2xLead	ubiquitin vinyl sulfone	40 minute
PXD008831-Sample-40	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	sample enrichment	pDPC2xLead	ubiquitin vinyl sulfone	40 minute	study sample	2	run 40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	7 ppm	20 ppm	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	200m/z-2000m/z	2	6	nanoflow reversed-phase LC (EASY-nLC) at 200 nL/min, 2-5% B in 3 min, 5-35% B in 190 min, 35-65% B in 12 min, 65-95% B in 5 min, 95% B for 5 min, back to 5% B, 226 min total	not applicable	1	1	2016-03-05T00:10:58	20160301_QEp6_MaRa_SA_mr4p44_42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	pDPC2xLead	ubiquitin vinyl sulfone	40 minute
PXD008831-Sample-41	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	sample enrichment	pDPC2xLead	ubiquitin vinyl sulfone	40 minute	study sample	3	run 41	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	7 ppm	20 ppm	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	200m/z-2000m/z	2	6	nanoflow reversed-phase LC (EASY-nLC) at 200 nL/min, 2-5% B in 3 min, 5-35% B in 190 min, 35-65% B in 12 min, 65-95% B in 5 min, 95% B for 5 min, back to 5% B, 226 min total	not applicable	1	1	2016-03-05T04:25:32	20160301_QEp6_MaRa_SA_mr4p44_43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	pDPC2xLead	ubiquitin vinyl sulfone	40 minute
PXD008831-Sample-42	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	sample enrichment	pDPC2xLead	ubiquitin vinyl sulfone	60 minute	study sample	1	run 42	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	7 ppm	20 ppm	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	200m/z-2000m/z	2	6	nanoflow reversed-phase LC (EASY-nLC) at 200 nL/min, 2-5% B in 3 min, 5-35% B in 190 min, 35-65% B in 12 min, 65-95% B in 5 min, 95% B for 5 min, back to 5% B, 226 min total	not applicable	1	1	2016-03-05T09:08:57	20160301_QEp6_MaRa_SA_mr4p44_45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	pDPC2xLead	ubiquitin vinyl sulfone	60 minute
PXD008831-Sample-43	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	sample enrichment	pDPC2xLead	ubiquitin vinyl sulfone	60 minute	study sample	2	run 43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	7 ppm	20 ppm	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	200m/z-2000m/z	2	6	nanoflow reversed-phase LC (EASY-nLC) at 200 nL/min, 2-5% B in 3 min, 5-35% B in 190 min, 35-65% B in 12 min, 65-95% B in 5 min, 95% B for 5 min, back to 5% B, 226 min total	not applicable	1	1	2016-03-05T13:23:27	20160301_QEp6_MaRa_SA_mr4p44_46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	pDPC2xLead	ubiquitin vinyl sulfone	60 minute
PXD008831-Sample-44	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	sample enrichment	pDPC2xLead	ubiquitin vinyl sulfone	60 minute	study sample	3	run 44	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	7 ppm	20 ppm	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	200m/z-2000m/z	2	6	nanoflow reversed-phase LC (EASY-nLC) at 200 nL/min, 2-5% B in 3 min, 5-35% B in 190 min, 35-65% B in 12 min, 65-95% B in 5 min, 95% B for 5 min, back to 5% B, 226 min total	not applicable	1	1	2016-03-05T17:38:03	20160301_QEp6_MaRa_SA_mr4p44_47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	pDPC2xLead	ubiquitin vinyl sulfone	60 minute
PXD008831-Sample-45	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	sample enrichment	pDPC2xLead	ubiquitin vinyl sulfone	120 minute	study sample	1	run 45	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	7 ppm	20 ppm	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	200m/z-2000m/z	2	6	nanoflow reversed-phase LC (EASY-nLC) at 200 nL/min, 2-5% B in 3 min, 5-35% B in 190 min, 35-65% B in 12 min, 65-95% B in 5 min, 95% B for 5 min, back to 5% B, 226 min total	not applicable	1	1	2016-03-05T22:21:36	20160301_QEp6_MaRa_SA_mr4p44_49.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	pDPC2xLead	ubiquitin vinyl sulfone	120 minute
PXD008831-Sample-46	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	sample enrichment	pDPC2xLead	ubiquitin vinyl sulfone	120 minute	study sample	2	run 46	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	7 ppm	20 ppm	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	200m/z-2000m/z	2	6	nanoflow reversed-phase LC (EASY-nLC) at 200 nL/min, 2-5% B in 3 min, 5-35% B in 190 min, 35-65% B in 12 min, 65-95% B in 5 min, 95% B for 5 min, back to 5% B, 226 min total	not applicable	1	1	2016-03-06T02:36:16	20160301_QEp6_MaRa_SA_mr4p44_50.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	pDPC2xLead	ubiquitin vinyl sulfone	120 minute
PXD008831-Sample-47	Xenopus laevis	egg	egg cell	normal	adult	female	not available	not applicable	sample enrichment	pDPC2xLead	ubiquitin vinyl sulfone	120 minute	study sample	3	run 47	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	7 ppm	20 ppm	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	200m/z-2000m/z	2	6	nanoflow reversed-phase LC (EASY-nLC) at 200 nL/min, 2-5% B in 3 min, 5-35% B in 190 min, 35-65% B in 12 min, 65-95% B in 5 min, 95% B for 5 min, back to 5% B, 226 min total	not applicable	1	1	2016-03-06T06:51:05	20160301_QEp6_MaRa_SA_mr4p44_51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	pDPC2xLead	ubiquitin vinyl sulfone	120 minute
