source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[material type]	characteristics[sample type]	characteristics[depletion]	characteristics[genotype]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[ms2 mass analyzer]	comment[collision energy]	comment[ms1 scan range]	comment[ms min charge]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[sample preparation batch]	comment[lc batch]	comment[acquisition date]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[genotype]
ES1_MCM6-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	MCM6-GFP	1	Orbi2_EvKe_SA_IP_MCM6_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES1	Orbi2	2011-09-09T02:21:53	Orbi2_EvKe_SA_IP_MCM6_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	MCM6-GFP
ES1_MCM6-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	MCM6-GFP	1	Orbi2_EvKe_SA_IP_MCM6_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	2	ES1	Orbi2	2011-09-09T04:46:12	Orbi2_EvKe_SA_IP_MCM6_02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	MCM6-GFP
ES1_MCM6-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	MCM6-GFP	1	Orbi2_EvKe_SA_IP_MCM6_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	3	ES1	Orbi2	2011-09-09T07:10:21	Orbi2_EvKe_SA_IP_MCM6_03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	MCM6-GFP
ES1_MCM7-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	MCM7-GFP	1	Orbi2_EvKe_SA_IP_MCM7_IP3_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES1	Orbi2	2011-09-09T10:09:40	Orbi2_EvKe_SA_IP_MCM7_IP3_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	MCM7-GFP
ES1_MCM7-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	MCM7-GFP	1	Orbi2_EvKe_SA_IP_MCM7_IP3_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	2	ES1	Orbi2	2011-09-09T16:06:13	Orbi2_EvKe_SA_IP_MCM7_IP3_02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	MCM7-GFP
ES1_MCM7-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	MCM7-GFP	1	Orbi2_EvKe_SA_IP_MCM7_IP3_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	3	ES1	Orbi2	2011-09-09T18:30:27	Orbi2_EvKe_SA_IP_MCM7_IP3_03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	MCM7-GFP
ES1_NOT3-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	NOT3-GFP	1	Orbi2_EvKe_SA_IP_NOT3_01_120223185602	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES1	Orbi2	2012-02-23T18:56:02	Orbi2_EvKe_SA_IP_NOT3_01_120223185602.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NOT3-GFP
ES1_NOT3-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	NOT3-GFP	1	Orbi2_EvKe_SA_IP_NOT3_02_120223211954	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	2	ES1	Orbi2	2012-02-23T21:19:54	Orbi2_EvKe_SA_IP_NOT3_02_120223211954.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NOT3-GFP
ES1_NOT3-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	NOT3-GFP	1	Orbi2_EvKe_SA_IP_NOT3_03_120223234318	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	3	ES1	Orbi2	2012-02-23T23:43:18	Orbi2_EvKe_SA_IP_NOT3_03_120223234318.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NOT3-GFP
ES1_ORM1-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	ORM1-GFP	1	Orbi2_EvKe_SA_IP_ORM1_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES1	Orbi2	2011-09-11T05:48:43	Orbi2_EvKe_SA_IP_ORM1_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	ORM1-GFP
ES1_ORM1-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	ORM1-GFP	1	Orbi2_EvKe_SA_IP_ORM1_02_110922015622	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	2	ES1	Orbi2	2011-09-22T01:56:22	Orbi2_EvKe_SA_IP_ORM1_02_110922015622.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	ORM1-GFP
ES1_ORM1-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	ORM1-GFP	1	Orbi2_EvKe_SA_IP_ORM1_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	3	ES1	Orbi2	2011-09-11T10:35:36	Orbi2_EvKe_SA_IP_ORM1_03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	ORM1-GFP
ES1_ORM2-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	ORM2-GFP	1	Orbi2_EvKe_SA_IP_ORM2_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES1	Orbi2	2011-09-11T13:34:00	Orbi2_EvKe_SA_IP_ORM2_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	ORM2-GFP
ES1_ORM2-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	ORM2-GFP	1	Orbi2_EvKe_SA_IP_ORM2_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	2	ES1	Orbi2	2011-09-11T15:57:30	Orbi2_EvKe_SA_IP_ORM2_02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	ORM2-GFP
ES1_ORM2-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	ORM2-GFP	1	Orbi2_EvKe_SA_IP_ORM2_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	3	ES1	Orbi2	2011-09-11T18:21:12	Orbi2_EvKe_SA_IP_ORM2_03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	ORM2-GFP
ES1_PAF1-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	PAF1-GFP	5	Orbi2_EvKe_SA_IP_PAF1_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES1	Orbi2	2011-06-03T04:40:07	Orbi2_EvKe_SA_IP_PAF1_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	PAF1-GFP
ES1_PAF1-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	PAF1-GFP	5	Orbi2_EvKe_SA_IP_PAF1_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	2	ES1	Orbi2	2011-06-03T07:05:45	Orbi2_EvKe_SA_IP_PAF1_02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	PAF1-GFP
ES1_PAF1-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	PAF1-GFP	5	Orbi2_EvKe_SA_IP_PAF1_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	3	ES1	Orbi2	2011-06-03T09:31:25	Orbi2_EvKe_SA_IP_PAF1_03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	PAF1-GFP
ES1_PUP1-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	PUP1-GFP	1	Orbi2_EvKe_SA_IP_PUP1_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES1	Orbi2	2012-02-15T17:02:13	Orbi2_EvKe_SA_IP_PUP1_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	PUP1-GFP
ES1_PUP1-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	PUP1-GFP	1	Orbi2_EvKe_SA_IP_PUP1_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	2	ES1	Orbi2	2012-02-15T19:26:17	Orbi2_EvKe_SA_IP_PUP1_02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	PUP1-GFP
ES1_PUP1-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	PUP1-GFP	1	Orbi2_EvKe_SA_IP_PUP1_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	3	ES1	Orbi2	2012-02-15T21:50:27	Orbi2_EvKe_SA_IP_PUP1_03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	PUP1-GFP
ES1_PUP2-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	PUP2-GFP	1	Orbi2_EvKe_SA_IP_PUP2_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	1	ES1	Orbi2	2012-02-16T00:49:38	Orbi2_EvKe_SA_IP_PUP2_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	PUP2-GFP
ES1_PUP2-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	PUP2-GFP	1	Orbi2_EvKe_SA_IP_PUP2_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	2	ES1	Orbi2	2012-02-16T03:13:31	Orbi2_EvKe_SA_IP_PUP2_02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	PUP2-GFP
ES1_PUP2-GFP	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	cell	study sample	no depletion	PUP2-GFP	1	Orbi2_EvKe_SA_IP_PUP2_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Classic;AC=MS:1002835	label free sample	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	NT=linear ion trap;AC=MS:1000291	40 NCE	300m/z-1650m/z	2	4.5 ppm	0.5 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	not applicable	1	3	ES1	Orbi2	2012-02-16T05:37:32	Orbi2_EvKe_SA_IP_PUP2_03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	PUP2-GFP
