source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[passage number]	characteristics[culture medium]	characteristics[sample storage temperature]	characteristics[bait]	characteristics[genotype]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[sample preparation batch]	comment[elution conditions]	factor value[bait]	factor value[genotype]
P023_A06_NOL11	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	NOL11	NOL11 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0912_CZBMPI_P023A06_NOL11_02	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0912_CZBMPI_P023A06_NOL11_02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P023	Evosep One, 60 samples per day method (21 min gradient)	NOL11	NOL11 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P023_A07_GAR1	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	GAR1	GAR1 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0920_CZBMPI_P023A07_GAR1_02	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0920_CZBMPI_P023A07_GAR1_02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P023	Evosep One, 60 samples per day method (21 min gradient)	GAR1	GAR1 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P023_A08_BYSL	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	BYSL	BYSL endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0928_CZBMPI_P023A08_BYSL_02	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0928_CZBMPI_P023A08_BYSL_02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P023	Evosep One, 60 samples per day method (21 min gradient)	BYSL	BYSL endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P023_A09_PES1	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	PES1	PES1 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0957_CZBMPI_P023A09_PES1_03	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0957_CZBMPI_P023A09_PES1_03.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P023	Evosep One, 60 samples per day method (21 min gradient)	PES1	PES1 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P023_A10_NOL11	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	NOL11	NOL11 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0958_CZBMPI_P023A10_NOL11_03	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0958_CZBMPI_P023A10_NOL11_03.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P023	Evosep One, 60 samples per day method (21 min gradient)	NOL11	NOL11 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P023_A11_GAR1	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	GAR1	GAR1 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0959_CZBMPI_P023A11_GAR1_03	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0959_CZBMPI_P023A11_GAR1_03.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P023	Evosep One, 60 samples per day method (21 min gradient)	GAR1	GAR1 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P023_A12_BYSL	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	BYSL	BYSL endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0960_CZBMPI_P023A12_BYSL_03	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0960_CZBMPI_P023A12_BYSL_03.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P023	Evosep One, 60 samples per day method (21 min gradient)	BYSL	BYSL endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P023_B01_SUPT16H	Homo sapiens	kidney	not available	1	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SUPT16H	SUPT16H endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0866_CZBMPI_P023B01_SUPT16H_01	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0866_CZBMPI_P023B01_SUPT16H_01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P023	Evosep One, 60 samples per day method (21 min gradient)	SUPT16H	SUPT16H endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P023_B02_SRP68	Homo sapiens	kidney	not available	1	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SRP68	SRP68 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0874_CZBMPI_P023B02_SRP68_01	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0874_CZBMPI_P023B02_SRP68_01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P023	Evosep One, 60 samples per day method (21 min gradient)	SRP68	SRP68 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P023_B03_SBDS	Homo sapiens	kidney	not available	1	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SBDS	SBDS endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0882_CZBMPI_P023B03_SBDS_01	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0882_CZBMPI_P023B03_SBDS_01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P023	Evosep One, 60 samples per day method (21 min gradient)	SBDS	SBDS endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P023_B04_AATF	Homo sapiens	kidney	not available	1	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	AATF	AATF endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0890_CZBMPI_P023B04_AATF_01	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0890_CZBMPI_P023B04_AATF_01.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P023	Evosep One, 60 samples per day method (21 min gradient)	AATF	AATF endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P023_B05_SUPT16H	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SUPT16H	SUPT16H endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0903_CZBMPI_P023B05_SUPT16H_02	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0903_CZBMPI_P023B05_SUPT16H_02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P023	Evosep One, 60 samples per day method (21 min gradient)	SUPT16H	SUPT16H endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P023_B06_SRP68	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SRP68	SRP68 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0911_CZBMPI_P023B06_SRP68_02	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0911_CZBMPI_P023B06_SRP68_02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P023	Evosep One, 60 samples per day method (21 min gradient)	SRP68	SRP68 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P023_B07_SBDS	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SBDS	SBDS endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0919_CZBMPI_P023B07_SBDS_02	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0919_CZBMPI_P023B07_SBDS_02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P023	Evosep One, 60 samples per day method (21 min gradient)	SBDS	SBDS endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P023_B08_AATF	Homo sapiens	kidney	not available	2	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	AATF	AATF endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0927_CZBMPI_P023B08_AATF_02	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0927_CZBMPI_P023B08_AATF_02.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P023	Evosep One, 60 samples per day method (21 min gradient)	AATF	AATF endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P023_B09_SUPT16H	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SUPT16H	SUPT16H endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0953_CZBMPI_P023B09_SUPT16H_03	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0953_CZBMPI_P023B09_SUPT16H_03.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P023	Evosep One, 60 samples per day method (21 min gradient)	SUPT16H	SUPT16H endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P023_B10_SRP68	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SRP68	SRP68 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0954_CZBMPI_P023B10_SRP68_03	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0954_CZBMPI_P023B10_SRP68_03.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P023	Evosep One, 60 samples per day method (21 min gradient)	SRP68	SRP68 endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
P023_B11_SBDS	Homo sapiens	kidney	not available	3	normal	not available	not available	female	late embryonic stage	HEK293T cell	CVCL_0063	HEK293T	not available	not available	not available	SBDS	SBDS endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0955_CZBMPI_P023B11_SBDS_03	proteomic profiling by mass spectrometry	1	20200211_TIMS03_EvoSep04_AnBrAnMi_HumanInteractome_0955_CZBMPI_P023B11_SBDS_03.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	40 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=time-of-flight;AC=MS:1000084	P023	Evosep One, 60 samples per day method (21 min gradient)	SBDS	SBDS endogenously tagged with mNG11 (split-mNeonGreen2 knock-in); parental line stably expressing mNG2(1-10)
