source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[biorepository]	characteristics[cell line authentication]	characteristics[passage number]	characteristics[culture medium]	characteristics[sample storage temperature]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[individual]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[depletion]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[ms2 scan range]	comment[ms min charge]	comment[ms max charge]	comment[ms min rt]	comment[ms max rt]	comment[acquisition date]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[instrument]
PXD001203-Sample-1	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20140110_EXQ00_RiSc_QC_HELA_uf100	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	60	2014-01-11T02:45:10	HeLa-QC-digest	1	1	20140110_EXQ00_RiSc_QC_HELA_uf100.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-3	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	not available	30Y6M	female	African American	adult	not applicable	cell line	study sample	enrichment of phosphorylated protein	no depletion	1	20140116_EXQ00_RiSc_SA_IGORPH_02_lowres	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	26 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	120	2014-01-21T07:56:58	HeLa-TiO2-phosphopeptides	1	1	20140116_EXQ00_RiSc_SA_IGORPH_02_lowres.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-3	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	not available	30Y6M	female	African American	adult	not applicable	cell line	study sample	enrichment of phosphorylated protein	no depletion	1	20140116_EXQ00_RiSc_SA_IGORPH_03_lowres	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	26 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	120	2014-01-21T10:29:08	HeLa-TiO2-phosphopeptides	1	2	20140116_EXQ00_RiSc_SA_IGORPH_03_lowres.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-3	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	not available	30Y6M	female	African American	adult	not applicable	cell line	study sample	enrichment of phosphorylated protein	no depletion	1	20140116_EXQ00_RiSc_SA_IGORPH_04_lowres	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	26 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	120	2014-01-21T13:01:41	HeLa-TiO2-phosphopeptides	1	3	20140116_EXQ00_RiSc_SA_IGORPH_04_lowres.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-2	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20140118_EXQ3_RiSc_SA_ultralc2_50cm_bremenhela_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	not available	2	not available	0	120	2014-01-18T13:08:41	BremenHeLa-digest	1	1	20140118_EXQ3_RiSc_SA_ultralc2_50cm_bremenhela_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive;AC=MS:1001911
PXD001203-Sample-2	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20140118_EXQ3_RiSc_SA_ultralc2_50cm_bremenhela_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	not available	2	not available	0	120	2014-01-18T15:43:45	BremenHeLa-digest	1	2	20140118_EXQ3_RiSc_SA_ultralc2_50cm_bremenhela_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive;AC=MS:1001911
PXD001203-Sample-2	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20140118_EXQ3_RiSc_SA_ultralc2_50cm_bremenhela_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	not available	2	not available	0	120	2014-01-18T18:18:52	BremenHeLa-digest	1	3	20140118_EXQ3_RiSc_SA_ultralc2_50cm_bremenhela_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive;AC=MS:1001911
PXD001203-Sample-2	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20140118_EXQ3_RiSc_SA_ultralc2_50cm_bremenhela_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	not available	2	not available	0	120	2014-01-18T20:54:03	BremenHeLa-digest	1	4	20140118_EXQ3_RiSc_SA_ultralc2_50cm_bremenhela_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive;AC=MS:1001911
PXD001203-Sample-2	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20140118_EXQ3_RiSc_SA_ultralc2_50cm_bremenhela_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	not available	2	not available	0	120	2014-01-18T23:29:21	BremenHeLa-digest	1	5	20140118_EXQ3_RiSc_SA_ultralc2_50cm_bremenhela_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive;AC=MS:1001911
PXD001203-Sample-2	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20140118_EXQ3_RiSc_SA_ultralc2_50cm_bremenhela_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	not available	2	not available	0	120	2014-01-19T02:05:01	BremenHeLa-digest	1	6	20140118_EXQ3_RiSc_SA_ultralc2_50cm_bremenhela_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive;AC=MS:1001911
PXD001203-Sample-3	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	not available	30Y6M	female	African American	adult	not applicable	cell line	study sample	enrichment of phosphorylated protein	no depletion	1	20140124_EXQ5_KoMa_QC_HeLa_phos_120min_50cm2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	not available	2	5	0	120	2014-01-24T15:48:00	HeLa-TiO2-phosphopeptides	1	1	20140124_EXQ5_KoMa_QC_HeLa_phos_120min_50cm2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive;AC=MS:1001911
PXD001203-Sample-3	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	not available	30Y6M	female	African American	adult	not applicable	cell line	study sample	enrichment of phosphorylated protein	no depletion	1	20140124_EXQ5_KoMa_QC_HeLa_phos_120min_50cm3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	not available	2	5	0	120	2014-01-24T18:21:23	HeLa-TiO2-phosphopeptides	1	2	20140124_EXQ5_KoMa_QC_HeLa_phos_120min_50cm3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive;AC=MS:1001911
PXD001203-Sample-3	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	not available	30Y6M	female	African American	adult	not applicable	cell line	study sample	enrichment of phosphorylated protein	no depletion	1	20140124_EXQ5_KoMa_QC_HeLa_phos_120min_50cm4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	not available	2	5	0	120	2014-01-24T20:54:52	HeLa-TiO2-phosphopeptides	1	3	20140124_EXQ5_KoMa_QC_HeLa_phos_120min_50cm4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive;AC=MS:1001911
PXD001203-Sample-2	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20140126_EXQ00_RiSc_SA_BREMENHELA_20ms	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	26 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	120	2014-01-27T21:55:08	BremenHeLa-digest	1	1	20140126_EXQ00_RiSc_SA_BREMENHELA_20ms.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-2	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20140126_EXQ00_RiSc_SA_BREMENHELA_25ms	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	26 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	120	2014-01-28T05:26:17	BremenHeLa-digest	1	1	20140126_EXQ00_RiSc_SA_BREMENHELA_25ms.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-2	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20140126_EXQ00_RiSc_SA_BREMENHELA_30ms	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	26 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	120	2014-01-27T16:55:09	BremenHeLa-digest	1	1	20140126_EXQ00_RiSc_SA_BREMENHELA_30ms.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-2	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20140126_EXQ00_RiSc_SA_BREMENHELA_35ms	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	26 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	120	2014-01-27T19:25:09	BremenHeLa-digest	1	1	20140126_EXQ00_RiSc_SA_BREMENHELA_35ms.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-2	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20140126_EXQ00_RiSc_SA_BREMENHELA_40ms	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	26 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	120	2014-01-28T02:55:47	BremenHeLa-digest	1	1	20140126_EXQ00_RiSc_SA_BREMENHELA_40ms.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-2	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20140126_EXQ00_RiSc_SA_BREMENHELA_45ms	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	26 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	120	2014-01-28T00:25:22	BremenHeLa-digest	1	1	20140126_EXQ00_RiSc_SA_BREMENHELA_45ms.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
