source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[cell line authentication]	characteristics[cell type]	characteristics[disease]	characteristics[material type]	characteristics[sex]	characteristics[age]	characteristics[ancestry category]	characteristics[individual]	characteristics[passage number]	characteristics[culture medium]	characteristics[sample storage temperature]	characteristics[enrichment process]	characteristics[treatment]	characteristics[sampling time]	characteristics[tissue mass]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[ms min rt]	comment[ms max rt]	comment[elution conditions]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[sample preparation batch]	comment[sample preparation for assay]	comment[acquisition date]	comment[data file]	comment[associated data file]	comment[associated file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]	factor value[tissue mass]	factor value[instrument]	factor value[elution conditions]	factor value[sample preparation for assay]
U87_titration-90min_500ug_rep4	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	500 ug	pooled	1	20170629_QEHF_SeHu_SA_EasyPhos_ISOdirect_500_4	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	110	90 minute LC gradient	not available	not available	not applicable	1	1	not available	updated EasyPhos workflow	2017-07-02T16:00:34	20170629_QEHF_SeHu_SA_EasyPhos_ISOdirect_500_4.raw	Dosetitration_QEHF_90min_SuppFig2a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/Dosetitration_QEHF_90min_SuppFig2a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	500 ug	NT=Q Exactive HF;AC=MS:1002523	90 minute LC gradient	updated EasyPhos workflow
U87_titration-90min_750ug_rep1	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	750 ug	pooled	1	20170629_QEHF_SeHu_SA_EasyPhos_ISOdirect_750_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	110	90 minute LC gradient	not available	not available	not applicable	1	1	not available	updated EasyPhos workflow	2017-06-30T12:13:52	20170629_QEHF_SeHu_SA_EasyPhos_ISOdirect_750_1.raw	Dosetitration_QEHF_90min_SuppFig2a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/Dosetitration_QEHF_90min_SuppFig2a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	750 ug	NT=Q Exactive HF;AC=MS:1002523	90 minute LC gradient	updated EasyPhos workflow
U87_titration-90min_750ug_rep2	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	750 ug	pooled	1	20170629_QEHF_SeHu_SA_EasyPhos_ISOdirect_750_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	110	90 minute LC gradient	not available	not available	not applicable	1	1	not available	updated EasyPhos workflow	2017-07-01T08:04:22	20170629_QEHF_SeHu_SA_EasyPhos_ISOdirect_750_2.raw	Dosetitration_QEHF_90min_SuppFig2a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/Dosetitration_QEHF_90min_SuppFig2a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	750 ug	NT=Q Exactive HF;AC=MS:1002523	90 minute LC gradient	updated EasyPhos workflow
U87_titration-90min_750ug_rep3	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	750 ug	pooled	1	20170629_QEHF_SeHu_SA_EasyPhos_ISOdirect_750_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	110	90 minute LC gradient	not available	not available	not applicable	1	1	not available	updated EasyPhos workflow	2017-07-02T01:44:35	20170629_QEHF_SeHu_SA_EasyPhos_ISOdirect_750_3.raw	Dosetitration_QEHF_90min_SuppFig2a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/Dosetitration_QEHF_90min_SuppFig2a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	750 ug	NT=Q Exactive HF;AC=MS:1002523	90 minute LC gradient	updated EasyPhos workflow
U87_titration-90min_750ug_rep4	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	750 ug	pooled	1	20170629_QEHF_SeHu_SA_EasyPhos_ISOdirect_750_4	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	110	90 minute LC gradient	not available	not available	not applicable	1	1	not available	updated EasyPhos workflow	2017-07-02T18:26:26	20170629_QEHF_SeHu_SA_EasyPhos_ISOdirect_750_4.raw	Dosetitration_QEHF_90min_SuppFig2a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/Dosetitration_QEHF_90min_SuppFig2a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	750 ug	NT=Q Exactive HF;AC=MS:1002523	90 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_12.5ug_rep1	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	12.5 ug	pooled	1	20171018_QEHFX1_SeHu_EP-20171017_Opt_12-5_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	1	EP-20171017	updated EasyPhos workflow	2017-10-18T20:09:24	20171018_QEHFX1_SeHu_EP-20171017_Opt_12-5_1.raw	DoseTitration_QEHFX_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHFX_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	12.5 ug	NT=Q Exactive HF-X;AC=MS:1002877	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_12.5ug_rep1	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	12.5 ug	pooled	1	20171027_QEHF_SeHu_EP-20171017_Opt_12-5_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	2	EP-20171017	updated EasyPhos workflow	2017-10-26T17:21:22	20171027_QEHF_SeHu_EP-20171017_Opt_12-5_1.raw	DoseTitration_QEHF_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHF_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	12.5 ug	NT=Q Exactive HF;AC=MS:1002523	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_12.5ug_rep2	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	12.5 ug	pooled	1	20171018_QEHFX1_SeHu_EP-20171017_Opt_12-5_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	1	EP-20171017	updated EasyPhos workflow	2017-10-19T09:51:14	20171018_QEHFX1_SeHu_EP-20171017_Opt_12-5_2.raw	DoseTitration_QEHFX_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHFX_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	12.5 ug	NT=Q Exactive HF-X;AC=MS:1002877	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_12.5ug_rep2	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	12.5 ug	pooled	1	20171027_QEHF_SeHu_EP-20171017_Opt_12-5_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	2	EP-20171017	updated EasyPhos workflow	2017-10-27T05:46:42	20171027_QEHF_SeHu_EP-20171017_Opt_12-5_2.raw	DoseTitration_QEHF_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHF_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	12.5 ug	NT=Q Exactive HF;AC=MS:1002523	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_12.5ug_rep3	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	12.5 ug	pooled	1	20171018_QEHFX1_SeHu_EP-20171017_Opt_12-5_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	1	EP-20171017	updated EasyPhos workflow	2017-10-19T23:39:45	20171018_QEHFX1_SeHu_EP-20171017_Opt_12-5_3.raw	DoseTitration_QEHFX_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHFX_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	12.5 ug	NT=Q Exactive HF-X;AC=MS:1002877	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_12.5ug_rep3	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	12.5 ug	pooled	1	20171027_QEHF_SeHu_EP-20171017_Opt_12-5_3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	2	EP-20171017	updated EasyPhos workflow	2017-10-27T18:21:07	20171027_QEHF_SeHu_EP-20171017_Opt_12-5_3.raw	DoseTitration_QEHF_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHF_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	12.5 ug	NT=Q Exactive HF;AC=MS:1002523	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_12.5ug_rep4	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	12.5 ug	pooled	1	20171018_QEHFX1_SeHu_EP-20171017_Opt_12-5_4	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	1	EP-20171017	updated EasyPhos workflow	2017-10-20T13:32:07	20171018_QEHFX1_SeHu_EP-20171017_Opt_12-5_4.raw	DoseTitration_QEHFX_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHFX_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	12.5 ug	NT=Q Exactive HF-X;AC=MS:1002877	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_12.5ug_rep4	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	12.5 ug	pooled	1	20171027_QEHF_SeHu_EP-20171017_Opt_12-5_4	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	2	EP-20171017	updated EasyPhos workflow	2017-10-28T07:01:14	20171027_QEHF_SeHu_EP-20171017_Opt_12-5_4.raw	DoseTitration_QEHF_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHF_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	12.5 ug	NT=Q Exactive HF;AC=MS:1002523	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_25ug_rep1	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	25 ug	pooled	1	20171018_QEHFX1_SeHu_EP-20171017_Opt_25_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	1	EP-20171017	updated EasyPhos workflow	2017-10-18T21:54:01	20171018_QEHFX1_SeHu_EP-20171017_Opt_25_1.raw	DoseTitration_QEHFX_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHFX_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	25 ug	NT=Q Exactive HF-X;AC=MS:1002877	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_25ug_rep1	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	25 ug	pooled	1	20171027_QEHF_SeHu_EP-20171017_Opt_25_1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	2	EP-20171017	updated EasyPhos workflow	2017-10-26T19:03:42	20171027_QEHF_SeHu_EP-20171017_Opt_25_1.raw	DoseTitration_QEHF_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHF_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	25 ug	NT=Q Exactive HF;AC=MS:1002523	60 minute LC gradient	updated EasyPhos workflow
U87_titration-60min_25ug_rep2	Homo sapiens	brain	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	glioblastoma	cell line	male	not available	European ancestry	not available	not available	not available	not available	enrichment of phosphorylated protein	untreated	not applicable	25 ug	pooled	1	20171018_QEHFX1_SeHu_EP-20171017_Opt_25_2	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	not available	20 ppm	300m/z-1600m/z	0	70	60 minute LC gradient	not available	not available	not applicable	1	1	EP-20171017	updated EasyPhos workflow	2017-10-19T11:37:02	20171018_QEHFX1_SeHu_EP-20171017_Opt_25_2.raw	DoseTitration_QEHFX_60min_Fig3a_RAW.rar	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD009227/DoseTitration_QEHFX_60min_Fig3a_RAW.rar	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	untreated	25 ug	NT=Q Exactive HF-X;AC=MS:1002877	60 minute LC gradient	updated EasyPhos workflow
