source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[material type]	characteristics[treatment]	characteristics[treatment]	characteristics[sampling time]	characteristics[sampling time]	characteristics[enrichment process]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[ms2 scan range]	comment[reduction reagent]	comment[alkylation reagent]	comment[sample preparation batch]	comment[acquisition date]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]	factor value[treatment]	factor value[sampling time]
phosphoPCP_C2_FR19	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	enrichment of phosphorylated protein	5	20160704_QEp6_NaKr_SA_phosphogradient_C2_FR19	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160704_QEp6	2016-07-16	not applicable	1	1	20160704_QEp6_NaKr_SA_phosphogradient_C2_FR19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
phosphoPCP_C2_FR20	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	enrichment of phosphorylated protein	5	20160704_QEp6_NaKr_SA_phosphogradient_C2_FR20	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160704_QEp6	2016-07-16	not applicable	1	1	20160704_QEp6_NaKr_SA_phosphogradient_C2_FR20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
phosphoPCP_C2_FR21	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	enrichment of phosphorylated protein	5	20160704_QEp6_NaKr_SA_phosphogradient_C2_FR21	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160704_QEp6	2016-07-16	not applicable	1	1	20160704_QEp6_NaKr_SA_phosphogradient_C2_FR21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
phosphoPCP_C2_FR22	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	enrichment of phosphorylated protein	5	20160704_QEp6_NaKr_SA_phosphogradient_C2_FR22	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160704_QEp6	2016-07-16	not applicable	1	1	20160704_QEp6_NaKr_SA_phosphogradient_C2_FR22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
phosphoPCP_C3_FR01	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	enrichment of phosphorylated protein	6	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR01	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160704_QEp6	2016-07-16	not applicable	1	1	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
phosphoPCP_C3_FR02	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	enrichment of phosphorylated protein	6	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR02	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160704_QEp6	2016-07-16	not applicable	1	1	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
phosphoPCP_C3_FR03	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	enrichment of phosphorylated protein	6	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR03	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160704_QEp6	2016-07-17	not applicable	1	1	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
phosphoPCP_C3_FR04	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	enrichment of phosphorylated protein	6	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR04	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160704_QEp6	2016-07-17	not applicable	1	1	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
phosphoPCP_C3_FR05	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	enrichment of phosphorylated protein	6	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR05	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160704_QEp6	2016-07-17	not applicable	1	1	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
phosphoPCP_C3_FR06	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	enrichment of phosphorylated protein	6	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR06	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160704_QEp6	2016-07-17	not applicable	1	1	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
phosphoPCP_C3_FR07	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	enrichment of phosphorylated protein	6	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR07	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160704_QEp6	2016-07-17	not applicable	1	1	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
phosphoPCP_C3_FR08	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	enrichment of phosphorylated protein	6	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR08	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160704_QEp6	2016-07-17	not applicable	1	1	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
phosphoPCP_C3_FR09	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	enrichment of phosphorylated protein	6	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR09	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160704_QEp6	2016-07-17	not applicable	1	1	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
phosphoPCP_C3_FR10	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	enrichment of phosphorylated protein	6	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR10	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160704_QEp6	2016-07-17	not applicable	1	1	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
phosphoPCP_C3_FR11	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	enrichment of phosphorylated protein	6	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR11	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160704_QEp6	2016-07-18	not applicable	1	1	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
phosphoPCP_C3_FR12	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	enrichment of phosphorylated protein	6	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR12	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160704_QEp6	2016-07-18	not applicable	1	1	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
phosphoPCP_C3_FR13	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	enrichment of phosphorylated protein	6	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR13	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160704_QEp6	2016-07-18	not applicable	1	1	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
phosphoPCP_C3_FR14	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	enrichment of phosphorylated protein	6	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR14	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160704_QEp6	2016-07-18	not applicable	1	1	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
phosphoPCP_C3_FR15	Mus musculus	liver	not applicable	normal	adult	C57BL/6J	male	tissue	low fat diet	not applicable	12 week	not applicable	density gradient centrifugation	enrichment of phosphorylated protein	6	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR15	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	NT=Acetyl;PP=Protein N-term;MT=Variable;AC=UNIMOD:1	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	200m/z-2000m/z	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	20160704_QEp6	2016-07-18	not applicable	1	1	20160704_QEp6_NaKr_SA_phosphogradient_C3_FR15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	not applicable	not applicable
